,Bigram,Count
68701,diet a,16
68702,much nausea,16
68703,concern and,16
68704,so being,16
68705,quicker and,16
68706,a corner,16
68707,it destroys,16
68708,between these,16
68709,meds will,16
68710,only am,16
68711,my goodness,16
68712,gel but,16
68713,not improving,16
68714,to h,16
68715,swings now,16
68716,trimester of,16
68717,i'm running,16
68718,appetite changes,16
68719,natural supplement,16
68720,i consumed,16
68721,anti inflamatory,16
68722,him before,16
68723,the free,16
68724,a recluse,16
68725,surgery this,16
68726,a mystery,16
68727,thinking was,16
68728,complaints but,16
68729,a worry,16
68730,off please,16
68731,currently looking,16
68732,eye which,16
68733,still remember,16
68734,extreme stiffness,16
68735,few month,16
68736,state with,16
68737,lyrica it,16
68738,than is,16
68739,pain foggy,16
68740,infections my,16
68741,unsteady gait,16
68742,people's lives,16
68743,of haldol,16
68744,then bam,16
68745,get rebound,16
68746,affect everyone,16
68747,with paranoia,16
68748,to intensify,16
68749,aortic valve,16
68750,aches very,16
68751,size which,16
68752,some discharge,16
68753,nerve pains,16
68754,arm after,16
68755,dependency on,16
68756,painful rash,16
68757,only effect,16
68758,not bipolar,16
68759,be rough,16
68760,stinging pain,16
68761,sense now,16
68762,ass i,16
68763,the importance,16
68764,itching some,16
68765,expensive though,16
68766,patterns and,16
68767,avoid them,16
68768,here after,16
68769,symptoms first,16
68770,physical anxiety,16
68771,actually enjoy,16
68772,be finishing,16
68773,sleep ever,16
68774,negatives i,16
68775,by weight,16
68776,one even,16
68777,back loss,16
68778,rd pack,16
68779,neurological problems,16
68780,risk my,16
68781,change medications,16
68782,concentrate to,16
68783,hormones for,16
68784,your situation,16
68785,urination but,16
68786,those medications,16
68787,life fatigue,16
68788,experienced constant,16
68789,have five,16
68790,as best,16
68791,their pain,16
68792,diminished appetite,16
68793,thing not,16
68794,away days,16
68795,cervical spine,16
68796,anxiety irrational,16
68797,me both,16
68798,uncomfortable the,16
68799,the bullet,16
68800,to foot,16
68801,care but,16
68802,major issue,16
68803,lump on,16
68804,then progressed,16
68805,my type,16
68806,almost took,16
68807,in eliminating,16
68808,hr and,16
68809,the anus,16
68810,day dr,16
68811,older but,16
68812,whites of,16
68813,risk with,16
68814,addiction issues,16
68815,the hassle,16
68816,buspar to,16
68817,your allergies,16
68818,orgasm no,16
68819,tried lipitor,16
68820,and overwhelmed,16
68821,hearing is,16
68822,comments this,16
68823,angry this,16
68824,c but,16
68825,was shaky,16
68826,hours day,16
68827,can't stress,16
68828,cause major,16
68829,when eatting,16
68830,positive to,16
68831,compaired to,16
68832,like effects,16
68833,muscles that,16
68834,of visual,16
68835,feed myself,16
68836,my jawline,16
68837,drive i've,16
68838,in huge,16
68839,ever told,16
68840,as symptoms,16
68841,itself or,16
68842,either didn't,16
68843,health my,16
68844,second surgery,16
68845,paxil withdrawal,16
68846,sweating has,16
68847,my tension,16
68848,message boards,16
68849,can notice,16
68850,totally miserable,16
68851,to mood,16
68852,calm her,16
68853,feel scared,16
68854,close eye,16
68855,terribly and,16
68856,pregnant woman,16
68857,in really,16
68858,fever like,16
68859,the sensitivity,16
68860,so dehydrated,16
68861,wear sandals,16
68862,nasal stuffiness,16
68863,over tired,16
68864,least until,16
68865,practically no,16
68866,was common,16
68867,or dying,16
68868,twice this,16
68869,mornings after,16
68870,small but,16
68871,iv antibiotics,16
68872,was headed,16
68873,doc doesn't,16
68874,fingers feet,16
68875,and according,16
68876,will cry,16
68877,accident that,16
68878,them feel,16
68879,since to,16
68880,works wonderful,16
68881,clue why,16
68882,breath insomnia,16
68883,that contains,16
68884,with albuterol,16
68885,my bloodstream,16
68886,for total,16
68887,be next,16
68888,simply don't,16
68889,even called,16
68890,after doctor,16
68891,is afraid,16
68892,and friday,16
68893,from joint,16
68894,men and,16
68895,cravings have,16
68896,type feelings,16
68897,dread going,16
68898,fatigue excessive,16
68899,cleaned my,16
68900,cured of,16
68901,cure a,16
68902,headache general,16
68903,how come,16
68904,effects brain,16
68905,mg lipitor,16
68906,my agitation,16
68907,physically fit,16
68908,nausea burning,16
68909,and meditation,16
68910,child for,16
68911,comes right,16
68912,problems w,16
68913,state was,16
68914,the drowsy,16
68915,with debilitating,16
68916,and horribly,16
68917,effectively and,16
68918,skin joint,16
68919,nicorette for,16
68920,normally for,16
68921,low mg,16
68922,yuck i,16
68923,point we,16
68924,was imagining,16
68925,were scary,16
68926,crossed i,16
68927,will again,16
68928,family with,16
68929,move off,16
68930,depressed more,16
68931,made much,16
68932,is dark,16
68933,overall good,16
68934,lowered immune,16
68935,a recurrance,16
68936,i handled,16
68937,experienced leg,16
68938,none a,16
68939,more irritated,16
68940,cry but,16
68941,dr immediately,16
68942,taking longer,16
68943,day left,16
68944,level which,16
68945,resting and,16
68946,tested to,16
68947,luteal phase,16
68948,terrible body,16
68949,complete waste,16
68950,on doing,16
68951,cant have,16
68952,was grateful,16
68953,difficult drug,16
68954,taking benedryl,16
68955,years hair,16
68956,concept of,16
68957,mgs day,16
68958,mosquito bites,16
68959,feeling lack,16
68960,like coming,16
68961,time finally,16
68962,we're trying,16
68963,if was,16
68964,was caught,16
68965,the grace,16
68966,clear after,16
68967,that effects,16
68968,started enbrel,16
68969,my average,16
68970,have itchy,16
68971,be most,16
68972,upon withdrawal,16
68973,active ingredients,16
68974,mild leg,16
68975,relieved with,16
68976,immediately for,16
68977,suggest if,16
68978,as only,16
68979,hours last,16
68980,with addiction,16
68981,am sooooo,16
68982,did years,16
68983,doctors dont,16
68984,mind or,16
68985,smile on,16
68986,so every,16
68987,a gout,16
68988,opinion but,16
68989,pain drowsiness,16
68990,considerable amount,16
68991,the differin,16
68992,dinner the,16
68993,scare the,16
68994,cry because,16
68995,went months,16
68996,everyday because,16
68997,the adhesive,16
68998,man boobs,16
68999,which med,16
69000,sneak up,16
69001,x's day,16
69002,she knew,16
69003,it read,16
69004,being paranoid,16
69005,plus all,16
69006,home remedies,16
69007,provera in,16
69008,capsule form,16
69009,medications such,16
69010,could sit,16
69011,be putting,16
69012,of treatments,16
69013,effects feeling,16
69014,experienced stomach,16
69015,smelly gas,16
69016,hair grow,16
69017,affects like,16
69018,is unacceptable,16
69019,count i,16
69020,lingering effects,16
69021,sweat at,16
69022,neck lower,16
69023,drink caffeine,16
69024,today this,16
69025,upon stopping,16
69026,and doom,16
69027,body may,16
69028,right mind,16
69029,slept fine,16
69030,others at,16
69031,not okay,16
69032,dizziness as,16
69033,what they're,16
69034,claims that,16
69035,time first,16
69036,pill doesn't,16
69037,no actual,16
69038,dose still,16
69039,new onset,16
69040,about becoming,16
69041,and clomid,16
69042,shakes i,16
69043,of by,16
69044,first hrs,16
69045,sudden change,16
69046,had non,16
69047,procedure at,16
69048,no flare,16
69049,husband the,16
69050,effects list,16
69051,etc had,16
69052,very frequently,16
69053,thirsty but,16
69054,no complications,16
69055,itching pain,16
69056,crazy nightmares,16
69057,his medication,16
69058,with thyroid,16
69059,blockers and,16
69060,really could,16
69061,administered by,16
69062,it progressed,16
69063,that getting,16
69064,not putting,16
69065,and lymph,16
69066,experiences it,16
69067,symptoms improve,16
69068,know was,16
69069,day thinking,16
69070,and cancer,16
69071,has way,16
69072,am certainly,16
69073,know we,16
69074,at being,16
69075,weeks none,16
69076,rest my,16
69077,sleepy my,16
69078,someone suggested,16
69079,ssri for,16
69080,hard work,16
69081,looked great,16
69082,changes have,16
69083,up am,16
69084,journal of,16
69085,grow in,16
69086,little different,16
69087,im about,16
69088,but comes,16
69089,dizzy no,16
69090,horrid taste,16
69091,to tie,16
69092,doctor stated,16
69093,i cared,16
69094,accidentally took,16
69095,since nothing,16
69096,not itch,16
69097,the environment,16
69098,started last,16
69099,and healthier,16
69100,soap and,16
69101,seen for,16
69102,such problems,16
69103,severity i,16
69104,to space,16
69105,with positive,16
69106,the inital,16
69107,peoples experiences,16
69108,of dexedrine,16
69109,hot then,16
69110,weeks nothing,16
69111,before would,16
69112,and radiating,16
69113,claritin it,16
69114,post operative,16
69115,appreciated i,16
69116,clenching insomnia,16
69117,headache i've,16
69118,sleep up,16
69119,sometimes had,16
69120,causing depression,16
69121,we only,16
69122,after iv,16
69123,the ulcers,16
69124,happen because,16
69125,on market,16
69126,i've run,16
69127,blood from,16
69128,ankle foot,16
69129,zombie my,16
69130,my therapy,16
69131,fatigue had,16
69132,talk you,16
69133,active to,16
69134,go blind,16
69135,warn anyone,16
69136,ever encountered,16
69137,from times,16
69138,just tried,16
69139,medication depression,16
69140,symptom relief,16
69141,at next,16
69142,lows i,16
69143,acting drug,16
69144,bitchy and,16
69145,the data,16
69146,mtx i,16
69147,know have,16
69148,very sexual,16
69149,dizzy sick,16
69150,frequently as,16
69151,immediatly i,16
69152,normal behavior,16
69153,certain this,16
69154,that worries,16
69155,i phoned,16
69156,teeth hurt,16
69157,night right,16
69158,massage therapist,16
69159,cleared out,16
69160,sucks for,16
69161,night am,16
69162,name the,16
69163,fibromyalgia symptoms,16
69164,a potent,16
69165,so hang,16
69166,when is,16
69167,to reconsider,16
69168,fits i,16
69169,am incredibly,16
69170,hate everyone,16
69171,missing periods,16
69172,thoughts went,16
69173,fine because,16
69174,wasn't given,16
69175,to operate,16
69176,such things,16
69177,the hypertension,16
69178,bp well,16
69179,to grasp,16
69180,feet memory,16
69181,now may,16
69182,eat lunch,16
69183,month mood,16
69184,specifically asked,16
69185,difficulty losing,16
69186,density and,16
69187,lately have,16
69188,dr doesn't,16
69189,the inflamation,16
69190,am debating,16
69191,using rogaine,16
69192,strong of,16
69193,continued my,16
69194,then turned,16
69195,anything besides,16
69196,prep was,16
69197,thought perhaps,16
69198,became sick,16
69199,times if,16
69200,would urge,16
69201,prescribed reglan,16
69202,constipation trouble,16
69203,whole bunch,16
69204,and stomache,16
69205,heroin i,16
69206,i died,16
69207,sick than,16
69208,stop use,16
69209,becomes very,16
69210,sudden increase,16
69211,felt emotionally,16
69212,was stable,16
69213,again pain,16
69214,the abscess,16
69215,first everything,16
69216,panic like,16
69217,this includes,16
69218,tired sleep,16
69219,and tolerance,16
69220,pad on,16
69221,other sleeping,16
69222,night headaches,16
69223,mouth horrible,16
69224,everyone responds,16
69225,advise is,16
69226,management i,16
69227,just sat,16
69228,dose nausea,16
69229,home a,16
69230,on arava,16
69231,driving at,16
69232,harder on,16
69233,longer that,16
69234,eyes blurry,16
69235,downside to,16
69236,lithium but,16
69237,looking good,16
69238,morning fatigue,16
69239,headaches while,16
69240,any hope,16
69241,working until,16
69242,eating lots,16
69243,work life,16
69244,slept alot,16
69245,can exercise,16
69246,tablets it,16
69247,have led,16
69248,smooth out,16
69249,increased tiredness,16
69250,bones joints,16
69251,pill than,16
69252,an arm,16
69253,tightness i,16
69254,fairly new,16
69255,treatment will,16
69256,to dinner,16
69257,almost i,16
69258,increased cholesterol,16
69259,talked into,16
69260,suggestions please,16
69261,are easier,16
69262,every bit,16
69263,headache weight,16
69264,developed on,16
69265,doctors gave,16
69266,about anxiety,16
69267,which isnt,16
69268,a tic,16
69269,inderal for,16
69270,not anxiety,16
69271,ive found,16
69272,he already,16
69273,anyone here,16
69274,making your,16
69275,not dry,16
69276,week there,16
69277,mood altering,16
69278,play the,16
69279,drugs he,16
69280,depressants that,16
69281,anxious jittery,16
69282,affects people,16
69283,hold up,16
69284,after blood,16
69285,hungry as,16
69286,allergies since,16
69287,this hormone,16
69288,gain really,16
69289,hospitalization for,16
69290,itching especially,16
69291,effects extremely,16
69292,self mutilation,16
69293,disruptive to,16
69294,easily in,16
69295,similar results,16
69296,nausea however,16
69297,take progesterone,16
69298,chest tightening,16
69299,eating disorders,16
69300,reason it's,16
69301,nothing other,16
69302,started her,16
69303,the nebulizer,16
69304,be educated,16
69305,age was,16
69306,insomnia jittery,16
69307,clomid is,16
69308,who reads,16
69309,my psychologist,16
69310,constant mild,16
69311,switched i,16
69312,headaches worse,16
69313,dry before,16
69314,deal it,16
69315,pressure nausea,16
69316,overdose of,16
69317,body can't,16
69318,too feel,16
69319,was small,16
69320,kick it,16
69321,anger to,16
69322,good lord,16
69323,to imitrex,16
69324,me acne,16
69325,the depressed,16
69326,but couldnt,16
69327,slight ringing,16
69328,better i'll,16
69329,packs i,16
69330,prescribe another,16
69331,worsened after,16
69332,intended purpose,16
69333,stop sleeping,16
69334,nausea inability,16
69335,he always,16
69336,reglan to,16
69337,knees legs,16
69338,experienced withdrawal,16
69339,are associated,16
69340,easily be,16
69341,always seem,16
69342,remains in,16
69343,feel detached,16
69344,consequences i,16
69345,are life,16
69346,affraid to,16
69347,as every,16
69348,like somebody,16
69349,antibiotic this,16
69350,children this,16
69351,pill took,16
69352,word or,16
69353,morning like,16
69354,mg dry,16
69355,very tense,16
69356,needed sleep,16
69357,viagra and,16
69358,many health,16
69359,down considerably,16
69360,sensation is,16
69361,taking purinethol,16
69362,breath so,16
69363,the essure,16
69364,is sure,16
69365,toxic reaction,16
69366,s but,16
69367,small print,16
69368,to eight,16
69369,had fallen,16
69370,duragesic patches,16
69371,you good,16
69372,ear congestion,16
69373,of cholesterol,16
69374,only regret,16
69375,plus but,16
69376,same week,16
69377,third one,16
69378,seizure when,16
69379,without first,16
69380,need all,16
69381,prescribed another,16
69382,surgeon said,16
69383,noticed significant,16
69384,benadryl at,16
69385,life where,16
69386,not starting,16
69387,one it's,16
69388,will cost,16
69389,regular doc,16
69390,extra for,16
